room_id,co2_level,co_level,rel_humid,ozone_level,pm_one,pm_two_five,pm_ten,param_temp,param_tvoc,heat_index,date_acquired
805,383,16,35,11,16,53,18,22,5,25,2024-04-25
806,452,24,78,12,7,27,52,33,16,20,2024-04-16
803,458,26,70,22,36,32,24,30,0,27,2024-04-16
809,543,26,64,14,21,63,49,33,28,22,2024-04-10
813,573,15,67,16,21,38,13,33,29,22,2024-04-16
807,406,14,80,8,11,36,5,25,18,25,2024-04-28
801,516,14,63,21,42,24,14,31,29,22,2024-04-24
802,499,24,54,14,32,13,49,31,28,28,2024-04-29
801,576,14,32,9,5,44,14,24,29,31,2024-04-27
814,381,26,60,11,12,53,49,19,10,29,2024-04-26
803,443,20,67,3,8,25,53,25,15,33,2024-04-25
811,380,27,45,24,18,40,43,24,29,26,2024-05-10
804,589,25,58,1,11,36,37,29,0,23,2024-04-19
802,339,24,76,17,23,28,53,22,2,25,2024-04-10
814,483,17,37,22,8,27,44,32,24,21,2024-05-06
801,318,22,35,7,9,22,43,28,0,35,2024-04-15
812,384,22,52,1,10,36,23,18,11,25,2024-05-07
801,456,25,76,6,43,20,28,22,16,31,2024-04-13
813,309,23,46,4,7,46,28,28,26,29,2024-04-26
802,312,14,42,13,23,47,41,18,11,33,2024-04-17
802,455,15,58,3,38,50,28,21,0,27,2024-05-09
811,423,22,30,7,19,9,6,26,15,24,2024-04-15
813,585,16,39,2,39,6,40,20,14,32,2024-04-26
807,452,24,56,16,27,35,53,19,17,21,2024-04-11
814,549,14,72,3,27,46,42,27,22,23,2024-05-04
803,410,14,51,7,22,37,53,32,24,33,2024-04-22
812,483,24,36,9,9,58,12,34,23,26,2024-04-27
803,451,27,66,18,32,41,52,19,30,33,2024-05-01
810,594,16,43,10,16,51,53,19,30,22,2024-04-24
804,572,19,47,3,19,39,34,27,28,21,2024-04-07
810,590,18,39,23,21,25,30,18,20,27,2024-04-14
812,327,23,37,1,40,28,33,18,14,32,2024-05-01
813,507,22,59,6,42,58,39,23,26,29,2024-04-17
802,468,20,44,7,42,29,52,32,28,27,2024-05-08
804,505,26,78,9,32,63,50,18,8,31,2024-04-29
801,388,24,69,19,42,24,20,27,12,25,2024-04-11
802,483,23,30,1,43,27,7,34,10,21,2024-04-23
811,497,19,68,7,21,14,37,35,20,25,2024-04-26
805,428,17,64,0,13,37,25,31,20,31,2024-04-17
811,321,17,30,18,23,22,19,33,10,23,2024-04-20
810,315,14,33,25,5,24,43,19,18,25,2024-04-08
804,346,23,42,17,31,64,43,24,8,25,2024-04-11
